"INEGI","Estado","Municipio","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019"
"20296","Oaxaca","San Pablo Macuiltianguis","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI_PVEM","PRI_PVEM","PRI_PVEM","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD_PT","PRI_PVEM","PRI_PVEM","PRI_PVEM_PNA"
"20297","Oaxaca","San Pablo Tijaltepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20298","Oaxaca","San Pablo Villa de Mitla","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20299","Oaxaca","San Pablo Yaganiza","PRI","PRI","PAN","PAN","PAN","PVEM","PVEM","PVEM","PAN","PAN","PAN","Usos y costumbres","Usos y costumbres","Usos y costumbres","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD_PT","PRI_PVEM","PRI_PVEM","PVEM"
"20300","Oaxaca","San Pedro Amuzgos","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20301","Oaxaca","San Pedro Apóstol","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRD","PRD","PRD","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD_PT","PRI_PVEM","PRI_PVEM","PAN_PRD_MC"
"20302","Oaxaca","San Pedro Atoyac","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20303","Oaxaca","San Pedro Cajonos","PRI","PRI","PRD","PRD","PRD","PRD","PRD","PRD","PRI","PRI","PRI","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PRI_PVEM","PRI_PVEM","PRI_PVEM","PAN_PRD","PAN_PRD","PAN_PRD_MC"
"20304","Oaxaca","San Pedro Coxcaltepec Cántaros","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20305","Oaxaca","San Pedro Comitancillo","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20306","Oaxaca","San Pedro el Alto","PRD","PRD","PRD","PRD","PRD","PRD","PRD","PRD","PRD","PRD","PRD","Usos y costumbres","Usos y costumbres","Usos y costumbres","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD_PT","PRI_PVEM","PRI_PVEM","PT_Morena_PES"
"20307","Oaxaca","San Pedro Huamelula","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20308","Oaxaca","San Pedro Huilotepec","PRD","PRD","PRI","PRI","PRI","PRD","PRD","PRD","PRI","PRI","PRI","","","","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRS","PRS","PUP"
"20309","Oaxaca","San Pedro Ixcatlán","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRD","PRD","PRD","","","","MC","MC","MC","PRI_PVEM","PRI_PVEM","PRI_PVEM_PNA"
"20310","Oaxaca","San Pedro Ixtlahuaca","PRI","PRI","PAN","PAN","PAN","PAN","PAN","PAN","PT","PT","PT","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","Morena","Morena","PT_Morena_PES"
"20311","Oaxaca","San Pedro Jaltepetongo","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20312","Oaxaca","San Pedro Jicayán","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20313","Oaxaca","San Pedro Jocotipac","PRI","PRI","PRI","PRI","PRI","PRD","PRD","PRD","PRI","PRI","PRI","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PRI_PVEM","PRI_PVEM","PRI_PVEM","PAN_PRD","PAN_PRD","PAN_PRD_MC"
"20314","Oaxaca","San Pedro Juchatengo","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20315","Oaxaca","San Pedro Mártir","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20316","Oaxaca","San Pedro Mártir Quiechapa","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20317","Oaxaca","San Pedro Mártir Yucuxaco","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20318","Oaxaca","San Pedro Mixtepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20319","Oaxaca","San Pedro Mixtepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","PRD","PRD","PRD","PT","PT","PT","Usos y costumbres","Usos y costumbres","Usos y costumbres","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD_PT","PRI_PVEM","PRI_PVEM","PRI_PVEM"
"20320","Oaxaca","San Pedro Molinos","PRI","PRI","PRI","PRI","PRI","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","PRI_PVEM","PRI_PVEM","PRI_PVEM"
"20321","Oaxaca","San Pedro Nopala","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20322","Oaxaca","San Pedro Ocopetatillo","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20323","Oaxaca","San Pedro Ocotepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20324","Oaxaca","San Pedro Pochutla","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20325","Oaxaca","San Pedro Quiatoni","PRI","PRI","PRD","PRD","PRD","PRI","PRI","PRI","PRD","PRD","PRD","Usos y costumbres","Usos y costumbres","Usos y costumbres","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD_PT","PT","PT","PT_Morena_PES"
"20326","Oaxaca","San Pedro Sochiápam","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20327","Oaxaca","San Pedro Tapanatepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20328","Oaxaca","San Pedro Taviche","PRI","PRI","PAN","PAN","PAN","PAN","PAN","PAN","PRI","PRI","PRI","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD_PT","PRI_PVEM","PRI_PVEM","Independiente"
"20329","Oaxaca","San Pedro Teozacoalco","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20330","Oaxaca","San Pedro Teutila","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20331","Oaxaca","San Pedro Tidaá","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20332","Oaxaca","San Pedro Topiltepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20333","Oaxaca","San Pedro Totolápam","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20334","Oaxaca","Villa de Tututepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20335","Oaxaca","San Pedro Yaneri","PRI","PRI","PRD","PRD","PRD","PRI","PRI","PRI","PRD","PRD","PRD","Usos y costumbres","Usos y costumbres","Usos y costumbres","PUP","PUP","PUP","Morena","Morena","PT_Morena_PES"
"20336","Oaxaca","San Pedro Yólox","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20337","Oaxaca","San Pedro y San Pablo Ayutla","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
